"","dz_2014_strat_0","dz_2014_strat_1","dz_2014_strat_2.5","dz_2014_strat_5","dz_2014_strat_11","dz_2014_strat_15","dz_2014_strat_17","dz_2014_unstrat_0","dz_2014_unstrat_1","dz_2014_unstrat_2.5","dz_2014_unstrat_5","dz_2014_unstrat_11","dz_2014_unstrat_15","dz_2014_unstrat_17","dz_2015_strat_0","dz_2015_strat_1","dz_2015_strat_2.5","dz_2015_strat_5","dz_2015_strat_11","dz_2015_strat_15","dz_2015_strat_17","dz_2015_unstrat_0.25","dz_2015_unstrat_1","dz_2015_unstrat_2.5","dz_2015_unstrat_5","dz_2015_unstrat_11","dz_2015_unstrat_15","dz_2015_unstrat_17","taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species"
"Arc_OTU_62",0,9,20,30,31,9,27,23,13,20,10,42,35,30,10,3,32,21,17,30,33,14,15,3,21,6,3,20,"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Thermoplasmatales Incertae Sedis; unknown genus; unknown species","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","ThermoplasmatalesIncertaeSedis","unknowngenus","unknownspecies"
"Arc_OTU_63",10,5,79,41,29,96,37,0,0,0,2,0,129,42,9,0,44,41,19,41,46,1,1,0,41,1,0,39,"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Marine Benthic Group D and DHVEG-1; unknown genus; unknown species","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","MarineBenthicGroupDandDHVEG-1","unknowngenus","unknownspecies"
"Arc_OTU_64",0,6,10,6,28,0,2,12,7,20,4,26,132,3,47,136,127,107,133,218,104,18,13,15,107,8,17,117,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_65",274,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,303,258,221,1,204,238,1,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_67",95,40,0,0,0,0,0,0,1,0,0,3,0,0,146,0,0,0,2,0,0,47,29,38,0,132,158,3,"Archaea; Miscellaneous Euryarchaeotic Group(MEG); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","MiscellaneousEuryarchaeoticGroup(MEG)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,99,195,81,205,332,38,52,40,195,25,56,263,"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; KTK 4A; unknown genus; unknown species","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","KTK4A","unknowngenus","unknownspecies"
"Arc_OTU_69",86,48,18,2,5,0,1,47,37,39,37,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_70",0,1,23,54,84,46,23,0,7,0,27,4,19,28,6,0,10,20,3,8,9,33,33,61,20,25,19,5,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_71",0,25,74,7,7,12,16,1,2,0,0,51,40,13,397,0,15,6,10,3,23,8,11,2,6,4,10,45,"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Marine Benthic Group D and DHVEG-1; unknown genus; unknown species","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","MarineBenthicGroupDandDHVEG-1","unknowngenus","unknownspecies"
"Arc_OTU_72",13,5,8,2,5,8,4,4,5,2,2,5,6,4,56,284,23,37,32,20,13,44,43,15,37,16,17,324,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; marine metagenome","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","marinemetagenome"
"Arc_OTU_74",3,3,12,7,8,89,56,0,0,0,0,1,61,45,7,1,16,20,14,37,34,2,3,2,20,3,0,31,"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiales Incertae Sedis; Methanocalculus; Multi-affiliation","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","MethanomicrobialesIncertaeSedis","Methanocalculus","Multi-affiliation"
"Arc_OTU_75",4,1,8,39,47,64,66,3,2,1,0,1,73,80,2,0,52,27,45,50,28,6,0,2,27,0,2,37,"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Marine Benthic Group D and DHVEG-1; unknown genus; unknown species","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","MarineBenthicGroupDandDHVEG-1","unknowngenus","unknownspecies"
"Arc_OTU_76",1,1,8,10,11,200,51,0,0,1,0,0,61,69,13,0,4,12,5,3,30,2,0,1,12,1,1,10,"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiales Incertae Sedis; Methanocalculus; Multi-affiliation","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","MethanomicrobialesIncertaeSedis","Methanocalculus","Multi-affiliation"
"Arc_OTU_77",19,104,16,10,0,0,5,1,1,0,5,21,9,11,39,0,3,6,3,3,3,2,12,1,6,1,36,24,"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Marine Benthic Group D and DHVEG-1; unknown genus; unknown species","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","MarineBenthicGroupDandDHVEG-1","unknowngenus","unknownspecies"
"Arc_OTU_80",10,0,0,0,0,2,9,28,30,79,21,74,5,0,112,0,0,0,1,1,0,11,4,5,0,0,0,2,"Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Natronococcus; Multi-affiliation","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Natronococcus","Multi-affiliation"
"Arc_OTU_81",13,11,4,3,2,5,3,6,3,0,0,108,13,5,6,0,1,2,0,0,2,3,3,0,2,0,0,13,"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Marine Benthic Group D and DHVEG-1; unknown genus; unknown species","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","MarineBenthicGroupDandDHVEG-1","unknowngenus","unknownspecies"
"Arc_OTU_82",0,0,16,12,11,6,5,22,5,0,58,0,8,21,4,0,11,12,19,8,15,0,1,1,12,1,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,281,51,96,25,18,14,91,92,63,96,72,75,18,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_84",8,0,18,36,11,21,19,2,9,3,0,9,43,28,2,0,9,6,5,5,2,2,5,3,6,2,0,16,"Archaea; WSA2; unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","WSA2","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,765,175,93,142,83,19,246,307,254,93,218,210,28,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_87",10,11,6,5,15,1,1,6,1,1,2,12,138,4,7,0,2,3,0,18,31,0,5,1,3,5,0,20,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_88",0,0,17,22,4,3,13,6,3,0,62,8,12,10,3,0,8,4,6,5,3,1,3,0,4,0,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_89",3,0,4,11,25,0,3,1,1,60,20,0,0,2,1,0,2,4,3,1,1,12,14,4,4,0,2,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_91",2,0,7,21,17,39,45,0,0,3,0,0,32,41,1,0,6,5,12,6,12,2,0,0,5,0,0,7,"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiales Incertae Sedis; Methanocalculus; Multi-affiliation","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","MethanomicrobialesIncertaeSedis","Methanocalculus","Multi-affiliation"
"Arc_OTU_92",2,1,3,21,17,42,36,3,0,1,1,0,16,25,3,0,25,14,21,35,21,2,2,0,14,0,0,18,"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiales Incertae Sedis; Methanocalculus; anaerobic digester metagenome","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","MethanomicrobialesIncertaeSedis","Methanocalculus","anaerobicdigestermetagenome"
"Arc_OTU_93",1,0,16,14,19,46,33,0,1,0,0,0,24,41,0,0,10,11,7,11,36,1,0,0,11,1,0,18,"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Marine Benthic Group D and DHVEG-1; unknown genus; unknown species","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","MarineBenthicGroupDandDHVEG-1","unknowngenus","unknownspecies"
"Arc_OTU_94",3,3,40,11,14,23,19,0,0,0,2,2,43,18,2,0,30,23,11,31,12,0,1,0,23,0,0,19,"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiales Incertae Sedis; Methanocalculus; anaerobic digester metagenome","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","MethanomicrobialesIncertaeSedis","Methanocalculus","anaerobicdigestermetagenome"
"Arc_OTU_97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,76,74,102,81,47,35,30,47,32,102,24,12,54,"Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; unknown species","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","unknownspecies"
"Arc_OTU_98",4,5,0,2,1,0,0,28,37,14,23,44,1,0,11,0,2,2,1,1,0,9,14,27,2,15,12,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_99",3,2,36,8,18,44,13,0,0,1,0,1,40,21,0,0,1,12,5,4,8,0,0,0,12,0,0,10,"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiales Incertae Sedis; Methanocalculus; Multi-affiliation","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","MethanomicrobialesIncertaeSedis","Methanocalculus","Multi-affiliation"
"Arc_OTU_102",0,0,1,0,0,0,0,12,19,23,18,13,12,0,11,0,7,2,1,2,1,1,1,3,2,11,3,0,"Archaea; WSA2; 20a-9; unknown order; unknown family; unknown genus; unknown species","Archaea","WSA2","20a-9","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_104",16,3,0,1,78,10,4,0,0,0,0,1,12,23,0,0,0,1,4,1,14,1,3,0,1,0,0,6,"Archaea; Lokiarchaeota; unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Lokiarchaeota","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_105",14,6,7,7,10,5,5,18,3,7,5,21,1,12,18,42,17,15,14,10,3,26,15,33,15,11,11,1,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_106",11,5,0,1,0,0,0,4,11,0,33,11,0,0,79,0,0,0,0,0,0,4,1,1,0,2,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_107",0,1,56,24,25,15,9,2,3,0,0,0,43,28,7,0,28,23,12,18,12,0,0,2,23,2,1,16,"Archaea; Bathyarchaeota; unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Bathyarchaeota","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,43,61,77,56,80,150,18,13,11,77,20,23,214,"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiales Incertae Sedis; Methanocalculus; Multi-affiliation","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","MethanomicrobialesIncertaeSedis","Methanocalculus","Multi-affiliation"
"Arc_OTU_112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,111,0,0,0,0,0,39,40,23,0,38,45,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_116",9,3,0,0,0,0,0,10,4,36,3,5,0,1,3,0,2,1,4,6,0,1,2,0,1,1,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_117",0,0,74,18,21,0,0,2,0,0,0,1,3,4,0,0,31,34,27,8,2,0,0,0,34,0,0,1,"Archaea; Thaumarchaeota; Group C3; unknown order; unknown family; unknown genus; unknown species","Archaea","Thaumarchaeota","GroupC3","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_118",42,44,0,0,0,0,0,2,0,0,1,1,0,0,15,19,0,0,0,0,0,0,0,1,0,1,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_119",0,0,20,9,9,9,27,1,2,0,0,1,29,20,0,0,12,7,7,19,9,0,2,0,7,0,0,15,"Archaea; pMC2A209; unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","pMC2A209","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_120",7,0,0,0,0,0,0,1,41,12,0,3,3,0,0,0,3,19,0,0,0,2,1,0,19,1,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,137,49,33,32,6,12,10,25,23,33,13,10,14,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_122",0,1,7,0,5,3,0,13,6,11,1,17,3,6,8,3,8,13,18,6,9,6,6,0,13,2,1,4,"Archaea; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation","Archaea","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Arc_OTU_123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,51,57,100,61,33,47,23,39,29,100,16,12,34,"Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; unknown species","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","unknownspecies"
"Arc_OTU_124",18,0,1,0,0,0,0,0,0,0,11,0,0,0,177,170,2,0,0,0,0,1,0,0,0,0,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,93,11,8,14,1,2,32,48,112,8,64,7,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_129",0,0,0,1,0,0,0,13,14,17,8,9,0,1,6,1,2,2,0,1,0,3,7,6,2,3,2,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_136",5,2,1,9,5,13,17,3,3,2,6,2,22,7,1,0,7,1,6,11,6,2,6,0,1,1,0,11,"Archaea; WSA2; WCHA1-57; unknown order; unknown family; unknown genus; unknown species","Archaea","WSA2","WCHA1-57","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_152",5,0,0,0,0,1,0,1,3,54,19,4,0,0,0,0,2,1,1,0,14,0,7,1,1,3,1,22,"Archaea; Lokiarchaeota; unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Lokiarchaeota","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_153",5,4,0,0,0,0,0,7,13,7,5,13,0,0,4,1,2,2,1,1,0,8,7,14,2,3,8,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,73,32,50,104,8,15,12,73,9,15,73,"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; KTK 4A; unknown genus; unknown species","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","KTK4A","unknowngenus","unknownspecies"
"Arc_OTU_174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,110,4,0,3,1,1,169,165,153,0,153,175,2,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_197",21,15,3,0,1,1,0,11,8,6,6,9,0,0,22,0,2,2,0,4,1,14,11,28,2,13,8,1,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,330,4,0,0,0,0,0,0,0,0,0,0,0,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Arc_OTU_441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,14,11,3,9,4,1,130,126,140,3,144,134,4,"Archaea; Woesearchaeota (DHVEG-6); unknown class; unknown order; unknown family; unknown genus; unknown species","Archaea","Woesearchaeota(DHVEG-6)","unknownclass","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Euk_OTU_1",30541,32273,29191,33217,32690,33009,33071,27810,25679,25998,25587,27170,30486,32587,28472,24493,27708,32926,33792,33933,22264,26960,25653,27307,27675,24643,26106,26703,"Eukaryota; unknown phylum; unknown class; unknown order; unknown family; Picocystis; unknown species","Eukaryota","Viridiplantae","Picocystophyceae","unknownorder","unknownfamily","Picocystis","unknownspecies"
"Euk_OTU_2",197,163,180,342,394,245,15,5550,7423,6951,7062,6402,2398,59,434,889,641,355,197,122,3,2323,2858,2478,2252,2426,2383,1143,"Eukaryota; Jakobida; unknown class; unknown order; unknown family; Jakoba; Jakoba libera","Eukaryota","Jakobida","unknownclass","unknownorder","unknownfamily","Jakoba","Jakobalibera"
"Euk_OTU_3",116,34,144,23,5,0,0,115,293,190,284,104,133,2,194,188,526,159,42,4,1,3460,3711,3371,3377,5893,4898,5424,"Eukaryota; Ancyromonadida; unknown class; unknown order; unknown family; Ancyromonas; Planomonas micra","Eukaryota","Ancyromonadida","unknownclass","unknownorder","unknownfamily","Ancyromonas","Planomonasmicra"
"Euk_OTU_4",112,15,3654,0,202,2,5,0,2,2,29,0,0,804,1012,1235,1073,71,24,9,11545,39,166,1,0,1,3,6,"Eukaryota; Ciliophora; Intramacronucleata; Spirotrichea; Hypotrichia; Multi-affiliation; Multi-affiliation","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Multi-affiliation","Multi-affiliation"
"Euk_OTU_7",932,312,149,0,0,0,0,0,0,1,0,0,0,0,2173,4161,2037,48,0,1,0,0,4,4,6,0,0,6,"Eukaryota; Ciliophora; Intramacronucleata; Litostomatea; Haptoria; Phialina; Lacrymaria marina","Eukaryota","Ciliophora","Intramacronucleata","Litostomatea","Haptoria","Phialina","Lacrymariamarina"
"Euk_OTU_9",1588,666,64,0,0,0,0,7,0,5,0,0,0,1,1594,2624,1396,150,1,5,0,0,0,5,3,0,0,6,"Eukaryota; Ciliophora; Intramacronucleata; Conthreep; Oligohymenophorea; Cyclidium; Cyclidium glaucoma","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Cyclidium","Cyclidiumglaucoma"
"Euk_OTU_10",13,2,19,22,18,188,1,269,442,631,847,229,244,6,1,1,18,43,10,0,0,728,1216,495,435,541,373,222,"Eukaryota; Bicosoecida; unknown class; unknown order; unknown family; Bicosoeca; Stramenopile sp.","Eukaryota","Bicosoecida","unknownclass","unknownorder","unknownfamily","Bicosoeca","Stramenopilesp."
"Euk_OTU_13",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Apicomplexa; Conoidasida; Cryptosporida; unknown family; Cryptosporidium; unknown species","Eukaryota","Apicomplexa","Conoidasida","Cryptosporida","unknownfamily","Cryptosporidium","unknownspecies"
"Euk_OTU_18",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Eukaryota; Ochrophyta; Diatomea; Bacillariophytina; Bacillariophyceae; Navicula; unknown species","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Navicula","unknownspecies"
"Euk_OTU_20",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Eukaryota; Ochrophyta; Diatomea; Bacillariophytina; Bacillariophyceae; Gyrosigma; Gyrosigma acuminatum","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Gyrosigma","Gyrosigmaacuminatum"
"Euk_OTU_21",0,34,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Basidiomycota; Tremellomycetes; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Basidiomycota","Tremellomycetes","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_25",86,105,4,1,16,0,1,63,40,73,71,54,4,0,25,66,24,1,4,0,0,76,93,41,151,41,71,67,"Eukaryota; Stramenopile; Placididea; unknown order; unknown family; unknown genus; Stramenopile sp.","Eukaryota","Stramenopile","Placididea","unknownorder","unknownfamily","unknowngenus","Stramenopilesp."
"Euk_OTU_26",1,57,9,121,8,35,69,2,0,18,18,5,223,233,37,1,6,15,1,12,53,8,6,2,18,1,0,54,"Eukaryota; Ascomycota; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Eukaryota; Apicomplexa; Conoidasida; Cryptosporida; unknown family; Cryptosporidium; unknown species","Eukaryota","Apicomplexa","Conoidasida","Cryptosporida","unknownfamily","Cryptosporidium","unknownspecies"
"Euk_OTU_29",1,0,0,0,238,285,244,45,80,33,22,19,7,191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Viridiplantae; Chlorophyta; Multi-affiliation; Multi-affiliation; Multi-affiliation; Chloroidium","Eukaryota","Viridiplantae","Chlorophyta","Multi-affiliation","Multi-affiliation","Multi-affiliation","Chloroidium"
"Euk_OTU_33",13,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Bicosoecida; unknown class; unknown order; unknown family; Halocafeteria; Stramenopile sp.","Eukaryota","Bicosoecida","unknownclass","unknownorder","unknownfamily","Halocafeteria","Stramenopilesp."
"Euk_OTU_34",116,37,319,13,145,0,0,8,0,16,14,1,57,11,0,0,72,0,10,7,30,10,0,0,0,1,0,14,"Eukaryota; Ochrophyta; Diatomea; Bacillariophytina; Bacillariophyceae; Nitzschia; Nitzschia sp.","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia","Nitzschiasp."
"Euk_OTU_37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Eukaryota; Cercozoa; Imbricatea; Silicofilosea; Euglyphida; unknown genus; unknown species","Eukaryota","Cercozoa","Imbricatea","Silicofilosea","Euglyphida","unknowngenus","unknownspecies"
"Euk_OTU_39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Eukaryota; Basidiomycota; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; Ustilago; Ustilago maydis","Eukaryota","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilagomaydis"
